idfg,season,name,team,age,games,plate_appearances,at_bats,hits,doubles,triples,home_runs,runs,rbi,bb_percent,k_percent,walks,strikeouts,stolen_bases,caught_stealing,batting_average,on_base_percentage,slugging_percentage,ops,wrc_plus,iso,babip,ld_percent,gb_percent,fb_percent,hard_hit_percent
15640,2024,Aaron Judge,NYY,32,158,704,559,180,36,1,58,122,144,0.18899999999999997,0.243,133,171,10,0,0.322,0.458,0.701,1.159,218,0.379,0.367,0.233,0.305,0.462,0.609
25764,2024,Bobby Witt Jr.,KCR,24,161,709,636,211,45,11,32,125,109,0.08,0.15,57,106,31,12,0.332,0.389,0.588,0.977,168,0.256,0.354,0.18600000000000003,0.37,0.444,0.48100000000000004
19755,2024,Shohei Ohtani,LAD,29,159,731,636,197,38,7,54,134,130,0.111,0.222,81,162,59,4,0.31,0.39,0.646,1.036,181,0.336,0.336,0.23600000000000002,0.36,0.40399999999999997,0.595
20123,2024,Juan Soto,NYY,25,157,713,576,166,31,4,41,128,109,0.18100000000000002,0.16699999999999998,129,119,7,4,0.288,0.419,0.569,0.989,180,0.281,0.298,0.204,0.436,0.36,0.568
26289,2024,Gunnar Henderson,BAL,23,159,719,630,177,31,7,37,118,92,0.10800000000000001,0.221,78,159,21,4,0.281,0.364,0.529,0.893,155,0.248,0.32,0.20600000000000002,0.467,0.326,0.539
12916,2024,Francisco Lindor,NYM,30,152,689,618,169,39,1,33,107,91,0.081,0.184,56,127,29,4,0.273,0.344,0.5,0.844,137,0.227,0.295,0.223,0.345,0.43200000000000005,0.474
24617,2024,Jarren Duran,BOS,27,160,735,671,191,48,14,21,111,75,0.073,0.218,54,160,34,7,0.285,0.342,0.492,0.834,129,0.207,0.345,0.183,0.466,0.35200000000000004,0.43700000000000006
13510,2024,Jose Ramirez,CLE,31,158,682,620,173,39,2,39,114,118,0.079,0.12,54,82,41,7,0.279,0.335,0.537,0.872,141,0.258,0.265,0.16899999999999998,0.342,0.489,0.396
26668,2024,Elly De La Cruz,CIN,22,160,696,618,160,36,10,25,105,76,0.099,0.313,69,218,67,16,0.259,0.339,0.471,0.809,118,0.212,0.359,0.207,0.46299999999999997,0.33,0.457
13613,2024,Ketel Marte,ARI,30,136,583,504,147,23,2,36,93,95,0.111,0.182,65,106,7,1,0.292,0.372,0.56,0.932,151,0.268,0.299,0.17300000000000001,0.48100000000000004,0.34600000000000003,0.5329999999999999
19611,2024,Vladimir Guerrero Jr.,TOR,25,159,697,616,199,44,1,30,98,103,0.10300000000000001,0.138,72,96,2,2,0.323,0.396,0.544,0.94,165,0.221,0.342,0.185,0.48100000000000004,0.33399999999999996,0.5479999999999999
16505,2024,Matt Chapman,SFG,31,154,647,575,142,39,2,27,98,78,0.099,0.244,64,158,15,2,0.247,0.328,0.463,0.79,121,0.216,0.293,0.162,0.384,0.45299999999999996,0.48200000000000004
20503,2024,William Contreras,MIL,26,155,679,595,167,37,2,23,99,92,0.115,0.205,78,139,9,2,0.281,0.365,0.466,0.831,131,0.185,0.33,0.166,0.545,0.29,0.49
21534,2024,Cal Raleigh,SEA,27,153,628,546,120,16,0,34,73,100,0.111,0.28,70,176,6,1,0.22,0.312,0.436,0.748,117,0.216,0.251,0.17,0.311,0.519,0.48100000000000004
19556,2024,Yordan Alvarez,HOU,27,147,635,552,170,34,2,35,88,86,0.109,0.15,69,95,6,0,0.308,0.392,0.567,0.959,168,0.259,0.317,0.191,0.33299999999999996,0.47600000000000003,0.49700000000000005
29490,2024,Jackson Merrill,SDP,21,156,593,554,162,31,6,24,77,90,0.049,0.17,29,101,16,3,0.292,0.326,0.5,0.826,130,0.208,0.318,0.239,0.359,0.40299999999999997,0.439
11579,2024,Bryce Harper,PHI,31,145,631,550,157,42,0,30,85,87,0.12,0.21899999999999997,76,138,7,4,0.285,0.373,0.525,0.898,145,0.24,0.331,0.22699999999999998,0.377,0.396,0.47200000000000003
19627,2024,Brent Rooker,OAK,29,145,614,546,160,26,2,39,82,112,0.096,0.28800000000000003,59,177,11,3,0.293,0.365,0.562,0.927,164,0.269,0.362,0.212,0.332,0.456,0.496
15986,2024,Willy Adames,MIL,28,161,688,610,153,33,0,32,93,112,0.10800000000000001,0.251,74,173,21,4,0.251,0.331,0.462,0.794,119,0.211,0.297,0.18899999999999997,0.314,0.498,0.405
10324,2024,Marcell Ozuna,ATL,33,162,688,606,183,31,0,39,96,104,0.10800000000000001,0.247,74,170,1,0,0.302,0.378,0.546,0.925,154,0.244,0.359,0.23600000000000002,0.38,0.384,0.5329999999999999
13624,2024,Corey Seager,TEX,30,123,533,475,132,21,0,30,68,74,0.099,0.18,53,96,1,1,0.278,0.353,0.512,0.864,140,0.234,0.291,0.165,0.41200000000000003,0.423,0.496
13611,2024,Mookie Betts,LAD,31,116,516,450,130,24,5,19,75,75,0.11800000000000001,0.11,61,57,16,2,0.289,0.372,0.491,0.863,141,0.202,0.294,0.244,0.27,0.486,0.39299999999999996
14162,2024,Carlos Correa,MIN,29,86,367,319,99,20,2,14,55,54,0.109,0.166,40,61,0,0,0.31,0.388,0.517,0.905,155,0.207,0.343,0.20199999999999999,0.435,0.363,0.445
10815,2024,Jurickson Profar,SDP,31,158,668,564,158,29,0,24,94,85,0.114,0.151,76,101,10,3,0.28,0.38,0.459,0.839,139,0.179,0.302,0.198,0.42200000000000004,0.379,0.442
18314,2024,Dansby Swanson,CHC,30,149,593,534,129,27,2,16,82,66,0.091,0.243,54,144,19,3,0.242,0.312,0.39,0.701,99,0.148,0.3,0.168,0.499,0.33299999999999996,0.425
27478,2024,Patrick Bailey,SFG,25,121,448,401,94,16,1,8,46,46,0.087,0.223,39,100,4,0,0.234,0.298,0.339,0.637,81,0.105,0.287,0.263,0.391,0.345,0.424
18345,2024,Kyle Tucker,HOU,27,78,339,277,80,13,0,23,56,49,0.165,0.159,56,54,11,0,0.289,0.408,0.585,0.993,180,0.296,0.282,0.196,0.28,0.524,0.44299999999999995
12533,2024,Marcus Semien,TEX,33,159,718,650,154,27,2,23,101,74,0.08900000000000001,0.146,64,105,8,3,0.237,0.308,0.391,0.699,99,0.154,0.25,0.179,0.396,0.425,0.35200000000000004
17350,2024,Rafael Devers,BOS,27,138,601,525,143,34,5,28,87,83,0.111,0.245,67,147,3,0,0.272,0.354,0.516,0.871,134,0.244,0.323,0.22399999999999998,0.409,0.36700000000000005,0.523
24610,2024,Steven Kwan,CLE,26,122,540,480,140,16,3,14,83,44,0.098,0.094,53,51,12,5,0.292,0.368,0.425,0.793,131,0.133,0.304,0.242,0.363,0.39399999999999996,0.237
17678,2024,Alex Bregman,HOU,30,145,634,581,151,30,2,26,79,75,0.069,0.136,44,86,3,1,0.26,0.315,0.453,0.768,118,0.193,0.264,0.182,0.365,0.45299999999999996,0.401
5361,2024,Freddie Freeman,LAD,34,147,638,542,153,35,2,22,81,89,0.122,0.157,78,100,9,2,0.282,0.378,0.476,0.854,137,0.194,0.306,0.22699999999999998,0.387,0.387,0.41600000000000004
25976,2024,Riley Greene,DET,23,137,584,512,134,27,6,24,82,74,0.11,0.267,64,156,4,2,0.262,0.348,0.479,0.827,135,0.217,0.329,0.218,0.436,0.34600000000000003,0.462
29591,2024,Colton Cowser,BAL,24,153,561,499,121,24,3,24,77,69,0.09300000000000001,0.307,52,172,9,4,0.242,0.321,0.447,0.768,120,0.204,0.317,0.17300000000000001,0.435,0.392,0.452
20454,2024,Jazz Chisholm Jr.,- - -,26,147,621,562,144,21,4,24,74,73,0.085,0.245,53,152,40,10,0.256,0.324,0.436,0.76,110,0.18,0.309,0.16,0.489,0.35100000000000003,0.408
25878,2024,Corbin Carroll,ARI,23,158,684,589,136,22,14,22,121,74,0.107,0.19,73,130,35,8,0.231,0.322,0.428,0.749,107,0.197,0.256,0.16699999999999998,0.441,0.392,0.406
16252,2024,Trea Turner,PHI,31,121,539,505,149,25,0,21,88,62,0.05,0.182,27,98,19,4,0.295,0.338,0.469,0.807,124,0.174,0.331,0.162,0.473,0.365,0.402
28806,2024,Jackson Chourio,MIL,20,148,573,528,145,29,4,21,80,79,0.068,0.21100000000000002,39,121,22,7,0.275,0.327,0.464,0.791,117,0.189,0.32,0.20199999999999999,0.483,0.315,0.446
5417,2024,Jose Altuve,HOU,34,153,682,628,185,31,0,20,94,65,0.069,0.174,47,119,22,7,0.295,0.35,0.439,0.79,127,0.145,0.337,0.24600000000000002,0.419,0.335,0.31
21479,2024,Nico Hoerner,CHC,27,151,641,582,159,35,1,7,86,48,0.069,0.10300000000000001,44,66,31,6,0.273,0.335,0.373,0.708,103,0.1,0.297,0.24100000000000002,0.44299999999999995,0.316,0.27399999999999997
12552,2024,Eugenio Suarez,ARI,32,158,640,571,146,28,2,30,90,101,0.077,0.275,49,176,2,1,0.256,0.319,0.469,0.788,115,0.214,0.309,0.23600000000000002,0.32799999999999996,0.436,0.424
23697,2024,Julio Rodriguez,SEA,23,143,613,567,155,17,0,20,76,68,0.062,0.254,38,156,24,5,0.273,0.325,0.409,0.734,116,0.136,0.344,0.20600000000000002,0.44299999999999995,0.35100000000000003,0.48200000000000004
14161,2024,Byron Buxton,MIN,30,102,388,355,99,27,3,18,62,56,0.052000000000000005,0.255,20,99,7,2,0.279,0.335,0.524,0.859,142,0.245,0.338,0.24,0.295,0.465,0.48100000000000004
25479,2024,Brenton Doyle,COL,26,149,603,542,141,24,4,23,82,72,0.076,0.254,46,153,30,5,0.26,0.317,0.446,0.764,97,0.186,0.316,0.2,0.41,0.39,0.409
24064,2024,Ezequiel Tovar,COL,22,157,695,655,176,45,4,26,83,78,0.033,0.28800000000000003,23,200,6,5,0.269,0.295,0.469,0.763,95,0.2,0.344,0.213,0.32799999999999996,0.45899999999999996,0.397
30116,2024,Seiya Suzuki,CHC,29,132,585,512,145,27,6,21,74,73,0.10800000000000001,0.27399999999999997,63,160,16,6,0.283,0.366,0.482,0.848,138,0.199,0.37,0.19399999999999998,0.337,0.469,0.489
11493,2024,Manny Machado,SDP,31,152,643,593,163,30,0,29,77,105,0.07,0.193,45,124,11,2,0.275,0.325,0.472,0.797,122,0.197,0.302,0.18,0.439,0.381,0.488
17919,2024,Ian Happ,CHC,29,153,657,569,138,34,2,25,89,86,0.122,0.256,80,168,13,2,0.243,0.341,0.441,0.782,122,0.199,0.299,0.192,0.391,0.418,0.449
27479,2024,Masyn Winn,STL,22,150,637,587,157,32,5,15,85,57,0.064,0.171,41,109,11,5,0.267,0.314,0.416,0.73,103,0.148,0.303,0.22,0.406,0.374,0.327
13066,2024,Teoscar Hernandez,LAD,31,154,652,589,160,32,2,33,84,99,0.081,0.28800000000000003,53,188,12,3,0.272,0.339,0.501,0.84,134,0.229,0.344,0.16899999999999998,0.465,0.366,0.467
21618,2024,Alec Bohm,PHI,27,143,606,554,155,44,2,15,62,97,0.066,0.142,40,86,5,2,0.28,0.332,0.448,0.779,115,0.168,0.305,0.21100000000000002,0.46,0.32899999999999996,0.451
21711,2024,Oneil Cruz,PIT,25,146,599,541,140,34,3,21,72,76,0.085,0.302,51,181,22,1,0.259,0.324,0.449,0.773,110,0.19,0.347,0.184,0.478,0.33799999999999997,0.5489999999999999
31347,2024,Zach Neto,LAA,23,155,602,542,135,34,1,23,70,77,0.065,0.233,39,140,30,10,0.249,0.318,0.443,0.761,114,0.194,0.295,0.17300000000000001,0.441,0.386,0.386
16478,2024,Kyle Schwarber,PHI,31,150,692,573,142,22,0,38,110,104,0.153,0.285,106,197,5,3,0.248,0.366,0.485,0.851,135,0.237,0.301,0.182,0.41700000000000004,0.401,0.5489999999999999
20036,2024,Isaac Paredes,- - -,25,153,641,542,129,25,1,19,64,80,0.11900000000000001,0.16399999999999998,76,105,1,1,0.238,0.346,0.393,0.739,117,0.155,0.259,0.237,0.305,0.45799999999999996,0.271
27562,2024,Austin Wells,NYY,24,115,414,354,81,18,1,13,42,55,0.114,0.21,47,87,1,2,0.229,0.322,0.395,0.718,105,0.167,0.261,0.2,0.36700000000000005,0.433,0.389
27647,2024,Anthony Volpe,NYY,23,160,689,637,155,27,7,12,90,60,0.061,0.226,42,156,28,7,0.243,0.293,0.364,0.657,86,0.121,0.303,0.21100000000000002,0.502,0.287,0.349
14551,2024,Anthony Santander,BAL,29,155,665,595,140,25,2,44,91,102,0.087,0.19399999999999998,58,129,2,0,0.235,0.308,0.506,0.814,129,0.271,0.225,0.14400000000000002,0.308,0.5479999999999999,0.414
22542,2024,Lawrence Butler,OAK,23,125,451,412,108,24,2,22,63,57,0.078,0.239,35,108,18,0,0.262,0.317,0.49,0.807,130,0.228,0.301,0.185,0.43799999999999994,0.377,0.474
19918,2024,Daulton Varsho,TOR,27,136,513,459,98,21,7,18,73,58,0.094,0.267,48,137,10,2,0.214,0.293,0.407,0.7,99,0.194,0.262,0.15,0.322,0.529,0.33299999999999996
19709,2024,Fernando Tatis Jr.,SDP,25,102,438,398,110,21,1,21,64,49,0.073,0.21899999999999997,32,96,11,3,0.276,0.34,0.492,0.833,135,0.216,0.316,0.198,0.462,0.34,0.5539999999999999
7304,2024,Salvador Perez,KCR,34,158,652,590,160,28,0,27,58,104,0.067,0.198,44,129,0,0,0.271,0.33,0.456,0.786,115,0.185,0.302,0.221,0.33399999999999996,0.445,0.442
24679,2024,Brendan Donovan,STL,27,153,652,587,163,34,3,14,65,73,0.07200000000000001,0.124,47,81,5,5,0.278,0.342,0.417,0.759,115,0.14,0.3,0.213,0.418,0.369,0.376
18363,2024,Victor Robles,- - -,27,91,295,254,78,20,0,4,44,28,0.071,0.18,21,53,34,2,0.307,0.381,0.433,0.814,141,0.126,0.37,0.242,0.405,0.353,0.28600000000000003
23772,2024,Wilyer Abreu,BOS,25,132,447,399,101,33,2,15,59,58,0.08900000000000001,0.28,40,125,8,3,0.253,0.322,0.459,0.781,114,0.206,0.326,0.19,0.337,0.473,0.498
23003,2024,Yainer Diaz,HOU,25,148,619,585,175,29,3,16,70,84,0.039,0.17300000000000001,24,107,2,0,0.299,0.325,0.441,0.766,117,0.142,0.338,0.22399999999999998,0.512,0.263,0.469
26368,2024,J.J. Bleday,OAK,26,159,642,572,139,43,4,20,74,60,0.10400000000000001,0.195,67,125,2,3,0.243,0.324,0.437,0.762,120,0.194,0.279,0.182,0.341,0.478,0.36200000000000004
20391,2024,Luis Garcia Jr.,WSN,24,140,528,500,141,25,1,18,58,70,0.051,0.163,27,86,22,5,0.282,0.318,0.444,0.762,111,0.162,0.31,0.2,0.474,0.325,0.41200000000000003
25493,2024,Joey Ortiz,MIL,25,142,511,440,105,25,6,11,58,60,0.11,0.20199999999999999,56,103,11,6,0.239,0.329,0.398,0.726,104,0.159,0.283,0.14400000000000002,0.488,0.368,0.382
9777,2024,Nolan Arenado,STL,33,152,635,578,157,23,0,16,70,71,0.069,0.145,44,92,2,2,0.272,0.325,0.394,0.719,102,0.123,0.296,0.213,0.396,0.391,0.312
17338,2024,Willi Castro,MIN,27,158,635,558,138,31,5,12,89,60,0.08,0.23600000000000002,51,150,14,9,0.247,0.331,0.385,0.717,108,0.138,0.315,0.21899999999999997,0.40299999999999997,0.37799999999999995,0.361
11477,2024,Christian Yelich,MIL,32,73,315,270,85,12,3,11,44,42,0.127,0.184,40,58,21,1,0.315,0.406,0.504,0.909,153,0.189,0.366,0.19,0.545,0.265,0.465
11899,2024,Joc Pederson,ARI,32,132,449,367,101,17,1,23,62,64,0.122,0.23399999999999999,55,105,7,4,0.275,0.393,0.515,0.908,151,0.24,0.322,0.205,0.392,0.40299999999999997,0.45399999999999996
26208,2024,Tyler Fitzgerald,SFG,26,96,341,314,88,19,2,15,53,34,0.065,0.317,22,108,17,4,0.28,0.334,0.497,0.831,132,0.217,0.38,0.228,0.327,0.446,0.314
13419,2024,Christian Walker,ARI,33,130,552,479,120,26,0,26,72,84,0.1,0.24100000000000002,55,133,2,2,0.251,0.335,0.468,0.803,119,0.217,0.287,0.153,0.379,0.469,0.48
17988,2024,Tyler Stephenson,CIN,27,138,515,457,118,26,1,19,69,66,0.09300000000000001,0.22699999999999998,48,117,1,0,0.258,0.338,0.444,0.782,112,0.186,0.307,0.19,0.474,0.336,0.439
21622,2024,Jake McCarthy,ARI,26,142,495,442,126,13,7,8,66,56,0.063,0.158,31,78,25,6,0.285,0.349,0.4,0.749,110,0.115,0.329,0.205,0.504,0.29100000000000004,0.245
2396,2024,Carlos Santana,MIN,38,150,594,521,124,26,0,23,63,71,0.109,0.16699999999999998,65,99,4,0,0.238,0.328,0.42,0.749,114,0.182,0.252,0.172,0.387,0.441,0.39899999999999997
22184,2024,Mark Vientos,NYM,24,111,454,413,110,22,0,27,58,71,0.073,0.297,33,135,0,0,0.266,0.322,0.516,0.837,133,0.249,0.324,0.198,0.442,0.36,0.466
33333,2024,Wyatt Langford,TEX,22,134,557,499,126,25,4,16,74,74,0.092,0.20600000000000002,51,115,19,3,0.253,0.325,0.415,0.74,110,0.162,0.296,0.18100000000000002,0.40299999999999997,0.41600000000000004,0.434
27815,2024,Jordan Westburg,BAL,25,107,447,416,110,26,5,18,57,63,0.049,0.217,22,97,6,3,0.264,0.312,0.481,0.792,125,0.216,0.305,0.19399999999999998,0.419,0.38799999999999996,0.461
