pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FC,2023-10-04,89.5,-2.11,5.92,"Eflin, Zach",543257,621107,,foul,,,,,3,Robbie Grossman strikes out swinging.,F,L,R,TB,TEX,S,,,1,1,2023,0.25,0.52,0.8,2.99,673962,,608369,2,3,Top,,,,,,,6.669356812604939,-130.23431192467808,-2.3082961687072556,1.412254732372084,27.88067627882723,-25.98584093928493,3.11,1.5,152,84.7,68,89.6,2205,6.4,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.08,,,,,,,,19,3,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,199,0.0,-0.124,,,,0.124,88.0,0,0,0.5,0.5,29,33,29,34,2,1,8,1,,3,2.33,-0.25,0.25,31.9
SI,2023-10-04,92.3,-2.03,5.92,"Eflin, Zach",543257,621107,,ball,,,,,12,Robbie Grossman strikes out swinging.,F,L,R,TB,TEX,B,,,0,1,2023,-0.87,0.78,0.84,3.1,673962,,608369,2,3,Top,,,,,,,9.19493530301441,-134.0890631023619,-3.0500942426758915,-12.524912744799114,29.072074033835676,-22.23056875874454,3.18,1.5,,,,92.2,2100,6.4,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.15,,,,,,,,19,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,222,0.0,0.066,,,,-0.066,,0,0,0.5,0.5,29,33,29,34,2,1,8,1,,3,1.9,0.87,-0.87,33.5
ST,2023-10-04,82.3,-2.35,5.85,"Eflin, Zach",543257,621107,,called_strike,,,,,4,Robbie Grossman strikes out swinging.,F,L,R,TB,TEX,S,,,0,0,2023,0.97,0.33,-0.46,2.52,673962,,608369,2,3,Top,,,,,,,2.424352295494967,-119.8977688865368,-1.674741788561188,8.846722595732546,24.17751241858248,-28.878748654477143,3.3,1.5,,,,82.4,2370,6.4,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.09,,,,,,,,19,1,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,80,0.0,-0.088,,,,0.088,,0,0,0.5,0.5,29,33,29,34,2,1,8,1,,3,3.04,-0.97,0.97,25.5
CU,2023-10-04,82.1,-2.37,6.01,"Eflin, Zach",543760,621107,grounded_into_double_play,hit_into_play,,,,,13,"Marcus Semien grounds into a double play, third baseman Isaac Paredes to second baseman Curtis Mead to first baseman Yandy Diaz.   Josh Jung to 3rd.    Evan Carter out at 2nd.    Marcus Semien out at 1st.",F,R,R,TB,TEX,X,5,ground_ball,0,2,2023,0.93,-0.24,-0.35,1.49,,673962,694497,0,3,Top,99.14,163.45,,,,,2.7543214066047677,-119.55593204771311,-3.1656763435853716,8.298749099226136,24.947047491699102,-34.02607636491415,3.34,1.63,19,90.3,-3,81.5,2321,6.1,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.45,0.24,0.252,0.0,1,0,0,2,17,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,70,0.111,-0.394,,,0.256,0.394,90.3,0,0,0.401,0.599,29,32,29,33,2,1,8,1,,3,3.64,-0.93,-0.93,30.0
FF,2023-10-04,92.1,-2.02,6.05,"Eflin, Zach",543760,621107,,foul,,,,,12,"Marcus Semien grounds into a double play, third baseman Isaac Paredes to second baseman Curtis Mead to first baseman Yandy Diaz.   Josh Jung to 3rd.    Evan Carter out at 2nd.    Marcus Semien out at 1st.",F,R,R,TB,TEX,S,,,0,2,2023,-0.25,1.11,0.48,3.54,,673962,694497,0,3,Top,,,,,,,6.913194818984084,-133.97849193842472,-2.934118364054123,-4.5549979892398,30.389705377023745,-18.410658617693223,3.34,1.63,304,91.3,29,92.3,2225,6.5,748580,650907,650490,678554,670623,670764,668227,622534,666139,53.96,,,,,,,,17,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0.0,0.0,,,,0.0,91.3,0,0,0.401,0.599,29,32,29,33,2,1,8,1,,3,1.59,0.25,0.25,34.6
FC,2023-10-04,89.1,-2.32,5.83,"Eflin, Zach",543760,621107,,foul,,,,,2,"Marcus Semien grounds into a double play, third baseman Isaac Paredes to second baseman Curtis Mead to first baseman Yandy Diaz.   Josh Jung to 3rd.    Evan Carter out at 2nd.    Marcus Semien out at 1st.",F,R,R,TB,TEX,S,,,0,2,2023,0.26,0.67,0.24,3.08,,673962,694497,0,3,Top,,,,,,,5.764230328422969,-129.77078218234507,-2.1756893308478196,1.8180392408919477,25.50567535290584,-24.39140714470879,3.34,1.63,196,72.7,55,89.6,2295,6.4,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.07,,,,,,,,17,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,192,0.0,0.0,,,,0.0,88.0,0,0,0.401,0.599,29,32,29,33,2,1,8,1,,3,2.19,-0.26,-0.26,29.2
SI,2023-10-04,92.3,-2.18,5.94,"Eflin, Zach",543760,621107,,called_strike,,,,,9,"Marcus Semien grounds into a double play, third baseman Isaac Paredes to second baseman Curtis Mead to first baseman Yandy Diaz.   Josh Jung to 3rd.    Evan Carter out at 2nd.    Marcus Semien out at 1st.",F,R,R,TB,TEX,S,,,0,1,2023,-1.23,0.45,0.46,1.62,,673962,694497,0,3,Top,,,,,,,9.418487539470524,-134.0320944505875,-6.12306998993189,-16.89018376466616,30.67018287434431,-25.571201749695668,3.34,1.63,,,,92.3,2186,6.5,748580,650907,650490,678554,670623,670764,668227,622534,666139,53.96,,,,,,,,17,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,222,0.0,-0.135,,,,0.135,,0,0,0.401,0.599,29,32,29,33,2,1,8,1,,3,2.25,1.23,1.23,33.9
FC,2023-10-04,88.1,-2.24,6.03,"Eflin, Zach",543760,621107,,called_strike,,,,,5,"Marcus Semien grounds into a double play, third baseman Isaac Paredes to second baseman Curtis Mead to first baseman Yandy Diaz.   Josh Jung to 3rd.    Evan Carter out at 2nd.    Marcus Semien out at 1st.",F,R,R,TB,TEX,S,,,0,0,2023,0.24,0.73,-0.17,2.56,,673962,694497,0,3,Top,,,,,,,4.543867785418701,-128.37732434781358,-3.9184759918299896,1.8230565767382465,24.65221102978794,-23.524645663683295,3.34,1.63,,,,88.9,2227,6.6,748580,650907,650490,678554,670623,670764,668227,622534,666139,53.95,,,,,,,,17,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,182,0.0,-0.097,,,,0.097,,0,0,0.401,0.599,29,32,29,33,2,1,8,1,,3,2.18,-0.24,-0.24,34.7
SI,2023-10-04,91.8,-2.18,5.9,"Eflin, Zach",694497,621107,walk,ball,,,,,14,Evan Carter walks.,F,L,R,TB,TEX,B,,,3,2,2023,-1.31,0.34,0.76,1.69,,673962,,0,3,Top,,,,,,,10.314650706985478,-133.2344960816149,-5.536622980068485,-17.77561897226321,28.29023735263221,-27.1314554583145,3.68,1.88,,,,92.1,2171,6.6,748580,650907,650490,678554,670623,670764,668227,622534,666139,53.9,,0.695903,0.7,1,0,0,,16,6,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,231,-0.03,0.353,,,,-0.353,,0,0,0.431,0.569,29,20,29,21,1,0,8,1,,3,2.38,1.31,-1.31,33.1
CU,2023-10-04,79.8,-2.3,6.15,"Eflin, Zach",694497,621107,,ball,,,,,11,Evan Carter walks.,F,L,R,TB,TEX,B,,,2,2,2023,0.7,-0.18,-1.4,2.67,,673962,,0,3,Top,,,,,,,0.657324129471059,-116.33427128478112,-0.6139547061804557,6.25086985890811,21.71856520612794,-33.938291106217854,3.63,1.71,,,,79.7,2486,6.1,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.38,,,,,,,,16,5,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,64,0.0,0.116,,,,-0.116,,0,0,0.431,0.569,29,20,29,21,1,0,8,1,,3,3.75,-0.7,0.7,34.4
CU,2023-10-04,79.7,-2.3,6.08,"Eflin, Zach",694497,621107,,ball,,,,,13,Evan Carter walks.,F,L,R,TB,TEX,B,,,1,2,2023,1.07,-0.71,-0.82,0.96,,673962,,0,3,Top,,,,,,,1.218923502283158,-116.08409404021108,-3.1921418946791,9.462034614231008,21.994622467032656,-38.18504563977366,3.69,1.71,,,,79.5,2484,6.1,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.38,,,,,,,,16,4,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,60,0.0,0.047,,,,-0.047,,0,0,0.431,0.569,29,20,29,21,1,0,8,1,,3,4.29,-1.07,1.07,33.3
SI,2023-10-04,91.5,-2.19,5.91,"Eflin, Zach",694497,621107,,called_strike,,,,,5,Evan Carter walks.,F,L,R,TB,TEX,S,,,1,1,2023,-1.34,0.21,0.21,2.56,,673962,,0,3,Top,,,,,,,8.974081479364703,-132.93450671359082,-3.041778805953619,-17.837026341871773,28.235648634902933,-29.193273957017173,3.76,1.71,,,,91.9,2058,6.6,748580,650907,650490,678554,670623,670764,668227,622534,666139,53.91,,,,,,,,16,3,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,226,0.0,-0.089,,,,0.089,,0,0,0.431,0.569,29,20,29,21,1,0,8,1,,3,2.52,1.34,-1.34,31.9
ST,2023-10-04,79.8,-2.59,5.91,"Eflin, Zach",694497,621107,,ball,,,,,13,Evan Carter walks.,F,L,R,TB,TEX,B,,,0,1,2023,1.23,-0.17,-1.17,1.08,,673962,,0,3,Top,,,,,,,0.8263562524614307,-116.24002473209464,-3.555813868312931,10.917450089093682,22.579161409779992,-33.28507176150803,3.66,1.71,,,,79.5,2549,6.1,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.42,,,,,,,,16,2,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,68,0.0,0.028,,,,-0.028,,0,0,0.431,0.569,29,20,29,21,1,0,8,1,,3,3.76,-1.23,1.23,29.4
FC,2023-10-04,89.1,-2.28,5.97,"Eflin, Zach",694497,621107,,foul,,,,,2,Evan Carter walks.,F,L,R,TB,TEX,S,,,0,0,2023,0.08,0.66,-0.24,3.1,,673962,,0,3,Top,,,,,,,4.824285050969856,-129.7509932826474,-2.465755352948782,-0.0298433122110266,25.716451994632006,-24.348288799467497,3.63,1.71,136,73.9,70,89.3,2064,6.3,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.23,,,,,,,,16,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,203,0.0,-0.062,,,,0.062,88.0,0,0,0.431,0.569,29,20,29,21,1,0,8,1,,3,2.19,-0.08,0.08,32.5
CU,2023-10-04,77.4,-2.13,6.13,"Eflin, Zach",673962,621107,double,hit_into_play,,,,,8,Josh Jung doubles (1) on a line drive to left fielder Randy Arozarena.,F,R,R,TB,TEX,X,7,line_drive,1,0,2023,0.8,-0.35,0.13,2.26,,,,0,3,Top,40.62,119.31,,,,,3.369744650518734,-112.73013152228008,-0.6379595757161661,6.109927746524536,21.817512007840705,-35.23973902002999,3.68,1.79,295,91.1,26,77.2,2426,6.3,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.25,0.083,0.099,1.25,1,1,1,3,15,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,66,-0.069,0.597,,,0.166,-0.597,91.1,0,0,0.5,0.5,29,25,29,25,1,0,8,1,,3,4.17,-0.8,-0.8,35.5
FC,2023-10-04,86.5,-2.17,6.04,"Eflin, Zach",673962,621107,,ball,,,,,14,Josh Jung doubles (1) on a line drive to left fielder Randy Arozarena.,F,R,R,TB,TEX,B,,,0,0,2023,0.3,0.71,1.25,1.53,,,,0,3,Top,,,,,,,7.541101488449809,-125.69903412674618,-5.987018564675241,1.7501516278443447,24.726520773833226,-23.643377165602946,3.76,1.79,,,,86.7,2274,6.4,748580,650907,650490,678554,670623,670764,668227,622534,666139,54.09,,,,,,,,15,1,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,206,0.0,0.036,,,,-0.036,,0,0,0.5,0.5,29,25,29,25,1,0,8,1,,3,2.34,-0.3,-0.3,30.9
FS,2023-10-04,88.3,-2.27,5.38,"Eovaldi, Nathan",678554,543135,strikeout,swinging_strike_blocked,,,,,14,"Curtis Mead strikes out swinging, catcher Jonah Heim to first baseman Nathaniel Lowe.",F,R,R,TB,TEX,S,2,,1,2,2023,-1.32,0.17,0.33,0.68,,,622534,2,2,Bot,,,,,,,9.13666882911104,-128.15763978702617,-5.715367305353884,-16.393775552002587,26.60675007598447,-29.26710749129056,3.46,1.63,,,,88.8,1582,6.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.73,,0.0,0.0,1,0,0,,14,4,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,239,-0.024,-0.173,,,,0.173,,0,0,0.524,0.524,33,22,33,23,1,0,5,1,6,,2.77,1.32,1.32,31.3
CU,2023-10-04,76.3,-2.22,5.51,"Eovaldi, Nathan",678554,543135,,blocked_ball,,,,,14,"Curtis Mead strikes out swinging, catcher Jonah Heim to first baseman Nathaniel Lowe.",F,R,R,TB,TEX,B,,,0,2,2023,0.6,-0.88,1.19,0.44,,,622534,2,2,Bot,,,,,,,6.1350201550249714,-110.95148200618613,-1.9613652770342016,3.72460648342448,21.900554687704112,-39.202262783243704,3.62,1.63,,,,76.7,2050,6.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.69,,,,,,,,14,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,43,0.0,0.017,,,,-0.017,,0,0,0.524,0.524,33,22,33,23,1,0,5,1,6,,4.83,-0.6,-0.6,37.8
CU,2023-10-04,76.2,-2.19,5.6,"Eovaldi, Nathan",678554,543135,,swinging_strike,,,,,14,"Curtis Mead strikes out swinging, catcher Jonah Heim to first baseman Nathaniel Lowe.",F,R,R,TB,TEX,S,,,0,1,2023,0.55,-0.6,0.52,1.3,,,622534,2,2,Bot,,,,,,,4.724019092437228,-110.9593398449109,-0.8753050240829171,3.686323816261774,20.74169574956464,-37.175851276597854,3.46,1.63,,,,76.5,1910,6.6,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.93,,,,,,,,14,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,41,0.0,-0.046,,,,0.046,,0,0,0.524,0.524,33,22,33,23,1,0,5,1,6,,4.53,-0.55,-0.55,36.6
FF,2023-10-04,96.1,-2.44,5.2,"Eovaldi, Nathan",678554,543135,,called_strike,,,,,6,"Curtis Mead strikes out swinging, catcher Jonah Heim to first baseman Nathaniel Lowe.",F,R,R,TB,TEX,S,,,0,0,2023,-1.0,1.29,0.68,2.67,,,622534,2,2,Bot,,,,,,,10.699249188685515,-139.54957203801808,-4.053432966141823,-15.603688015263048,32.794590366228654,-14.584446400400696,3.64,1.63,,,,97.3,2272,7.2,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.34,,,,,,,,14,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,228,0.0,-0.038,,,,0.038,,0,0,0.524,0.524,33,22,33,23,1,0,5,1,6,,1.2,1.0,1.0,28.6
FF,2023-10-04,94.7,-2.41,5.25,"Eovaldi, Nathan",622534,543135,single,hit_into_play,,,,,5,Manuel Margot singles on a line drive to right fielder Adolis Garcia.,F,R,R,TB,TEX,X,9,line_drive,3,2,2023,-1.23,1.19,0.02,2.35,,,,2,2,Bot,173.15,99.84,,,,,9.223175718321578,-137.56048332749825,-4.578156897405373,-17.683091601511837,30.900563827799417,-16.20169834625152,3.4,1.63,191,94.5,9,95.7,2315,7.0,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.48,0.66,0.622,0.9,1,1,0,4,13,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,220,0.013,0.109,,,0.754,-0.109,94.5,0,0,0.511,0.511,33,28,33,29,1,0,5,1,6,,1.36,1.23,1.23,28.6
FF,2023-10-04,95.0,-2.39,5.23,"Eovaldi, Nathan",622534,543135,,foul,,,,,5,Manuel Margot singles on a line drive to right fielder Adolis Garcia.,F,R,R,TB,TEX,S,,,3,1,2023,-1.11,1.35,0.04,2.68,,,,2,2,Bot,,,,,,,8.972761564981782,-137.95503748091392,-4.016153631002036,-16.23753109241929,32.820861686258276,-14.288666979307964,3.4,1.63,201,71.6,50,95.8,2319,7.0,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.46,,,,,,,,13,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,226,0.0,-0.036,,,,0.036,88.0,0,0,0.511,0.511,33,28,33,29,1,0,5,1,6,,1.2,1.11,1.11,29.4
FF,2023-10-04,95.8,-2.54,5.22,"Eovaldi, Nathan",622534,543135,,ball,,,,,13,Manuel Margot singles on a line drive to right fielder Adolis Garcia.,F,R,R,TB,TEX,B,,,2,1,2023,-1.13,1.37,-0.99,1.93,,,,2,2,Bot,,,,,,,6.748377047410478,-139.27468594668426,-6.223030554283606,-16.253652795504536,32.984389500703166,-13.09499783377318,3.59,1.63,,,,96.6,2326,6.9,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.6,,,,,,,,13,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,230,0.0,0.045,,,,-0.045,,0,0,0.511,0.511,33,28,33,29,1,0,5,1,6,,1.13,1.13,1.13,29.6
FC,2023-10-04,91.1,-2.45,5.41,"Eovaldi, Nathan",622534,543135,,ball,,,,,12,Manuel Margot singles on a line drive to right fielder Adolis Garcia.,F,R,R,TB,TEX,B,,,1,1,2023,0.03,0.77,1.17,2.8,,,,2,2,Bot,,,,,,,9.166303675046647,-132.31562333940906,-2.278645083129235,-1.765673885631278,29.72240311307402,-22.86675197132218,3.59,1.63,,,,92.1,2409,7.1,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.39,,,,,,,,13,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,196,0.0,0.02,,,,-0.02,,0,0,0.511,0.511,33,28,33,29,1,0,5,1,6,,2.0,-0.03,-0.03,31.7
CU,2023-10-04,77.4,-2.17,5.5,"Eovaldi, Nathan",622534,543135,,ball,,,,,14,Manuel Margot singles on a line drive to right fielder Adolis Garcia.,F,R,R,TB,TEX,B,,,0,1,2023,0.54,-0.91,1.26,0.23,,,,2,2,Bot,,,,,,,6.36155730420244,-112.51448786495784,-2.5412839780907457,3.25268251591527,23.33414289630335,-39.49181933879107,3.52,1.63,,,,77.4,1943,6.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.81,,,,,,,,13,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,46,0.0,0.012,,,,-0.012,,0,0,0.511,0.511,33,28,33,29,1,0,5,1,6,,4.76,-0.54,-0.54,34.4
FF,2023-10-04,96.0,-2.39,5.32,"Eovaldi, Nathan",622534,543135,,called_strike,,,,,9,Manuel Margot singles on a line drive to right fielder Adolis Garcia.,F,R,R,TB,TEX,S,,,0,0,2023,-1.24,1.32,0.7,2.2,,,,2,2,Bot,,,,,,,11.061910513832713,-139.1136147020428,-5.59772758083708,-18.755753421075703,35.090227204380035,-13.910711895477045,3.59,1.63,,,,96.2,2344,6.9,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.6,,,,,,,,13,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,225,0.0,-0.017,,,,0.017,,0,0,0.511,0.511,33,28,33,29,1,0,5,1,6,,1.2,1.24,1.24,30.7
FF,2023-10-04,96.1,-2.44,5.3,"Eovaldi, Nathan",670623,543135,strikeout,called_strike,,,,,6,Isaac Paredes called out on strikes.,F,R,R,TB,TEX,S,2,,3,2,2023,-1.2,1.32,0.61,2.19,,,,1,2,Bot,,,,,,,10.8868763784135,-139.35989460638496,-5.6114584037435105,-18.17520065304204,34.581374837015424,-13.831638429851145,3.3,1.44,,,,96.4,2236,6.9,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.61,,0.0,0.0,1,0,0,,12,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,223,-0.016,-0.207,,,,0.207,,0,0,0.527,0.527,33,24,33,24,1,0,5,1,6,,1.18,1.2,1.2,30.2
FS,2023-10-04,89.1,-2.38,5.44,"Eovaldi, Nathan",670623,543135,,ball,,,,,13,Isaac Paredes called out on strikes.,F,R,R,TB,TEX,B,,,2,2,2023,-1.3,0.08,-0.32,0.51,,,,1,2,Bot,,,,,,,7.871263501588951,-129.4177785572533,-6.275513729017894,-16.31247977608355,27.51456400471073,-30.056351874357965,3.37,1.49,,,,89.8,1673,6.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.66,,,,,,,,12,5,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,233,0.0,0.059,,,,-0.059,,0,0,0.527,0.527,33,24,33,24,1,0,5,1,6,,2.8,1.3,1.3,33.4
FS,2023-10-04,89.2,-2.5,5.37,"Eovaldi, Nathan",670623,543135,,foul,,,,,13,Isaac Paredes called out on strikes.,F,R,R,TB,TEX,S,,,2,1,2023,-1.39,0.24,-0.53,0.92,,,,1,2,Bot,,,,,,,7.843904555526411,-129.69090274017867,-5.459068185531201,-17.28595131414793,26.98382004606417,-28.50517619750044,3.22,1.55,2,100.5,-25,90.2,1665,6.9,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.56,,,,,,,,12,4,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,240,0.0,-0.048,,,,0.048,100.5,0,0,0.527,0.527,33,24,33,24,1,0,5,1,6,,2.63,1.39,1.39,32.3
FC,2023-10-04,87.5,-2.34,5.57,"Eovaldi, Nathan",670623,543135,,ball,,,,,14,Isaac Paredes called out on strikes.,F,R,R,TB,TEX,B,,,1,1,2023,0.69,0.47,1.48,2.19,,,,1,2,Bot,,,,,,,7.859914679972936,-127.25625199516952,-2.9880072146096097,5.824361798172003,26.98369529119857,-26.639973559960293,3.42,1.55,,,,88.2,2304,6.9,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.65,,,,,,,,12,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,151,0.0,0.034,,,,-0.034,,0,0,0.527,0.527,33,24,33,24,1,0,5,1,6,,2.52,-0.69,-0.69,35.9
CU,2023-10-04,76.6,-2.16,5.59,"Eovaldi, Nathan",670623,543135,,ball,,,,,14,Isaac Paredes called out on strikes.,F,R,R,TB,TEX,B,,,0,1,2023,0.59,-0.74,1.95,0.98,,,,1,2,Bot,,,,,,,7.689160407738368,-111.36005080663084,-1.3320897120276571,3.43485998101756,21.369578474975963,-38.2379588740339,3.39,1.55,,,,77.1,1903,6.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.66,,,,,,,,12,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,43,0.0,0.019,,,,-0.019,,0,0,0.527,0.527,33,24,33,24,1,0,5,1,6,,4.65,-0.59,-0.59,38.1
FC,2023-10-04,92.4,-2.41,5.47,"Eovaldi, Nathan",670623,543135,,called_strike,,,,,9,Isaac Paredes called out on strikes.,F,R,R,TB,TEX,S,,,0,0,2023,-0.18,1.06,0.79,2.03,,,,1,2,Bot,,,,,,,8.604379417669305,-134.23962968189062,-5.294103126704897,-4.0506603457269605,28.90320876249605,-18.406245335118804,3.37,1.55,,,,93.0,2350,6.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.76,,,,,,,,12,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,206,0.0,-0.026,,,,0.026,,0,0,0.527,0.527,33,24,33,24,1,0,5,1,6,,1.62,0.18,0.18,32.5
FF,2023-10-04,95.1,-2.47,5.35,"Eovaldi, Nathan",666139,543135,field_out,hit_into_play,,,,,5,Josh Lowe flies out to left fielder Evan Carter.,F,L,R,TB,TEX,X,7,fly_ball,2,1,2023,-1.03,1.26,-0.25,2.84,,,,0,2,Bot,66.04,90.07,,,,,8.230395294942564,-138.20691379788752,-3.7528434186255177,-15.12420321719928,32.18458696325118,-15.450048610753992,3.75,1.8,308,97.1,44,95.8,2159,6.9,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.63,0.04,0.07,0.0,1,0,0,3,11,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,232,-0.023,-0.281,,,0.129,0.281,97.1,0,0,0.55,0.55,33,25,33,25,1,0,5,1,6,,1.28,1.03,-1.03,32.1
CU,2023-10-04,76.0,-2.25,5.7,"Eovaldi, Nathan",666139,543135,,ball,,,,,14,Josh Lowe flies out to left fielder Evan Carter.,F,L,R,TB,TEX,B,,,1,1,2023,0.74,-0.57,0.25,1.23,,,,0,2,Bot,,,,,,,3.94638296714185,-110.66211050059457,-1.2567499808364389,5.336004551237806,20.730265498610457,-36.85250005370996,3.85,1.8,,,,76.6,1888,6.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.73,,,,,,,,11,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,44,0.0,0.053,,,,-0.053,,0,0,0.55,0.55,33,25,33,25,1,0,5,1,6,,4.53,-0.74,0.74,40.8
FF,2023-10-04,94.4,-2.58,5.35,"Eovaldi, Nathan",666139,543135,,ball,,,,,13,Josh Lowe flies out to left fielder Evan Carter.,F,L,R,TB,TEX,B,,,0,1,2023,-0.98,1.13,-1.39,2.68,,,,0,2,Bot,,,,,,,5.336158085953773,-137.38904148325065,-3.765231738157663,-13.665319284868076,31.930703436588928,-17.261960258489857,3.86,1.8,,,,95.1,2070,6.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.72,,,,,,,,11,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,231,0.0,0.028,,,,-0.028,,0,0,0.55,0.55,33,25,33,25,1,0,5,1,6,,1.44,0.98,-0.98,32.2
FF,2023-10-04,93.7,-2.45,5.42,"Eovaldi, Nathan",666139,543135,,called_strike,,,,,4,Josh Lowe flies out to left fielder Evan Carter.,F,L,R,TB,TEX,S,,,0,0,2023,-1.29,1.22,-0.57,2.79,,,,0,2,Bot,,,,,,,7.816876984693788,-136.1563123987006,-3.770948239895745,-17.790544755298843,30.164954648889452,-16.41764175341718,3.89,1.8,,,,94.7,2178,7.0,748580,641680,663993,543760,673962,608369,694497,665750,666969,53.53,,,,,,,,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,228,0.0,-0.038,,,,0.038,,0,0,0.55,0.55,33,25,33,25,1,0,5,1,6,,1.39,1.29,-1.29,27.8
