pitch_type,avg_velocity,avg_spin_rate,avg_horizontal_break,avg_vertical_break,avg_plate_x,avg_plate_z,zone_distribution
CU,79.2054113345521,2599.8760088041086,0.26224131627056674,-0.828800731261426,0.045414990859232174,1.7869396709323582,"{14: 0.2610603290676417, 13: 0.19707495429616087, 8: 0.0829981718464351, 5: 0.06617915904936014, 9: 0.06325411334552103, 11: 0.05923217550274223, 7: 0.05630712979890311, 6: 0.04862888482632541, 4: 0.04789762340036563, 12: 0.03912248628884826, 2: 0.03144424131627057, 1: 0.028153564899451554, 3: 0.018647166361974405}"
EP,38.825,834.25,0.065,1.5925,-0.33999999999999997,4.0025,"{11: 0.75, 3: 0.25}"
FA,78.07000000000001,1837.95,-0.792,1.2405,-0.065,2.8085,"{11: 0.2, 3: 0.15, 6: 0.1, 2: 0.1, 12: 0.1, 9: 0.1, 14: 0.1, 8: 0.05, 5: 0.05, 1: 0.05}"
FC,89.32298267849599,2380.8307888040713,0.1045711871567385,0.7394296577946768,0.22025771018166457,2.3573003802281365,"{14: 0.21461765948457964, 12: 0.1106886354034643, 11: 0.08914237431347698, 13: 0.08238276299112801, 6: 0.07520067596113224, 5: 0.07266582171525138, 9: 0.06421630756231517, 4: 0.05787917194761301, 2: 0.05280946345585129, 3: 0.051964512040557666, 8: 0.05027460920997043, 1: 0.04478242501056189, 7: 0.033375580904098014}"
FF,94.18233163028333,2306.1863963374753,-0.3041504876915931,1.4028248954946585,-0.011752902926149559,2.8093859730608455,"{11: 0.18513701811425917, 12: 0.14528564793311657, 2: 0.0805387830933581, 14: 0.08035299581978635, 5: 0.07756618671620993, 6: 0.06855550394797956, 1: 0.06706920575940548, 13: 0.06112401300510915, 4: 0.05861588481189039, 3: 0.058430097538318626, 8: 0.0435671156525778, 9: 0.04087320018578727, 7: 0.03288434742220158}"
FS,86.38004338394794,1352.3443708609273,-0.9596746203904556,0.3125596529284165,-0.1298047722342733,1.5813665943600868,"{14: 0.29067245119305857, 13: 0.24945770065075923, 7: 0.10629067245119306, 11: 0.0911062906724512, 8: 0.0737527114967462, 4: 0.049891540130151846, 5: 0.0455531453362256, 9: 0.03036876355748373, 6: 0.02386117136659436, 2: 0.01735357917570499, 1: 0.013015184381778741, 12: 0.004338394793926247, 3: 0.004338394793926247}"
KC,82.3943157894737,2543.421164021164,0.654421052631579,-0.8302,0.18266315789473683,1.751463157894737,"{14: 0.36, 13: 0.1168421052631579, 11: 0.08421052631578947, 8: 0.07578947368421053, 5: 0.07368421052631578, 9: 0.06736842105263158, 4: 0.05368421052631579, 6: 0.04, 7: 0.037894736842105266, 2: 0.031578947368421054, 1: 0.030526315789473683, 12: 0.017894736842105262, 3: 0.010526315789473684}"
PO,92.36666666666667,2225.6666666666665,-0.49666666666666665,1.4533333333333334,2.0366666666666666,4.593333333333333,{12: 1.0}
SI,94.03025594149909,2155.1072474377747,-0.5276471663619744,0.757471663619744,-0.1633893967093236,2.3388848263254114,"{13: 0.1482632541133455, 11: 0.13985374771480805, 14: 0.12541133455210238, 5: 0.08372943327239488, 4: 0.07824497257769653, 8: 0.0740402193784278, 7: 0.06343692870201097, 6: 0.062157221206581355, 12: 0.061791590493601466, 9: 0.051188299817184646, 1: 0.04625228519195612, 2: 0.03948811700182815, 3: 0.026142595978062157}"
SL,85.49825099170573,2465.450533550371,0.31677244861161197,0.20035160476018754,0.26803281644428417,1.8523205914172376,"{14: 0.33844212044716915, 13: 0.13144608727010457, 9: 0.07573025604038947, 8: 0.0699603317706455, 5: 0.06869816083663902, 6: 0.0569780021637216, 11: 0.04724125495852867, 12: 0.04652001442481067, 4: 0.04525784349080418, 7: 0.04453660295708619, 2: 0.029751172015867293, 1: 0.02398124774612333, 3: 0.02145690587811035}"
ST,81.55789915966386,2576.572268907563,0.670453781512605,0.15811764705882353,0.3539747899159664,2.0274957983193276,"{14: 0.32184873949579834, 13: 0.1, 5: 0.07478991596638655, 9: 0.07226890756302522, 12: 0.07142857142857142, 6: 0.06554621848739496, 8: 0.06554621848739496, 11: 0.05630252100840336, 2: 0.04285714285714286, 4: 0.041176470588235294, 7: 0.03697478991596639, 1: 0.02689075630252101, 3: 0.024369747899159664}"
SV,82.26280991735537,2712.4297520661157,-0.16008264462809918,-0.11041322314049587,-0.08867768595041323,2.1245454545454545,"{13: 0.18181818181818182, 14: 0.1487603305785124, 4: 0.09917355371900827, 8: 0.09090909090909091, 11: 0.09090909090909091, 6: 0.08264462809917356, 7: 0.08264462809917356, 5: 0.06611570247933884, 12: 0.049586776859504134, 3: 0.049586776859504134, 9: 0.03305785123966942, 2: 0.01652892561983471, 1: 0.008264462809917356}"
